Contig index,The number of restriction sites,Contig length,Contig coverage
contig_47422,298,23814,1177
contig_47424,1672,144456,499
contig_4743,2331,331019,530
contig_47431,291,26926,55
contig_47443,131,18332,27
contig_47448,345,31649,898
contig_47449,1687,256588,64
contig_47452,962,113981,34
contig_47453,334,35981,83
contig_47454,377,41482,32
contig_47461,324,26830,57
contig_47464,258,33227,33
contig_47466,834,64188,144
contig_47473,665,81088,15
contig_47478,126,14765,12
contig_47481,164,19239,81
contig_47484,105,18713,31
contig_47486,178,15905,120
contig_47491,2533,151571,421
contig_47492,2539,305129,135
contig_47493,409,39414,2065
contig_47494,108,13353,956
contig_47498,858,111118,25
contig_47504,398,48668,27
contig_47506,136,26281,20
contig_47513,129,13316,171
contig_47517,1018,88696,2250
contig_47520,3139,423587,149
contig_47521,415,63095,45
contig_47524,300,31369,2
contig_47530,464,67408,184
contig_47531,739,107356,19
contig_47536,224,28896,101
contig_47553,586,76940,79
contig_47554,140,16900,71
contig_47557,916,97067,88
contig_47561,132,31501,2200
contig_47584,509,69948,22
contig_47592,464,44119,12
contig_47593,168,17929,45
contig_47594,327,52860,160
contig_47598,509,71384,124
contig_4760,731,91177,20
contig_47607,179,18388,16
contig_47617,95,11729,1
contig_47619,194,11461,32
contig_47620,373,44763,84
contig_47628,494,62495,239
contig_47632,941,70768,90
contig_47637,310,56312,1554
contig_47638,266,34418,151
contig_4764,546,67835,52
contig_47646,72,25209,83
contig_47650,123,20508,1354
contig_47654,1688,122584,81
contig_4766,195,33682,55
contig_47665,200,24913,48
contig_47685,154,25608,536
contig_47686,208,22080,114
contig_47693,150,18822,473
contig_47696,2833,302580,31
contig_477,737,109985,681
contig_47709,203,20149,49
contig_47712,314,40866,142
contig_47714,745,103582,122
contig_47717,1050,119975,5205
contig_47727,1203,93014,24
contig_47731,406,38708,31
contig_47733,189,17584,12
contig_47739,115,17441,96
contig_47740,668,71084,214
contig_47749,112,10430,26
contig_47758,1512,179985,432
contig_47762,1338,80640,105
contig_47769,516,55360,7190
contig_4777,13925,1538372,406
contig_47775,644,85759,53
contig_47780,813,80179,30
contig_47789,224,29108,5903
contig_4779,8245,760271,119
contig_47791,122,12706,1852
contig_47793,1259,71852,3449
contig_47794,1460,82778,49
contig_47796,130,21920,184
contig_47798,1804,200791,34
contig_478,177,36417,11
contig_47801,219,22748,85
contig_47814,2529,126951,211
contig_47816,281,42821,210
contig_47821,867,118088,34
contig_47823,291,24595,165
contig_47824,610,82191,270
contig_47826,547,44026,357
contig_47831,243,27578,64
contig_47840,771,74574,87
contig_47843,323,47888,8
contig_47845,73,9132,2550
contig_47851,120,26839,1028
contig_47854,848,156060,135
contig_47856,117,41066,27
contig_4786,717,77622,20
contig_47860,192,20820,12
contig_47863,149,17583,170
contig_47866,972,111442,52
contig_47869,187,33133,104
contig_47875,866,84039,35
contig_47880,608,47496,147
contig_47883,739,122254,145
contig_47886,1689,218259,35
contig_47895,88,12459,135
contig_47896,198,31559,8
contig_47897,172,19126,208
contig_47899,271,26382,418
contig_47907,398,75510,93
contig_47918,757,75791,840
contig_4793,2117,228145,101
contig_47932,163,17564,35
contig_47933,1036,69051,11
contig_47936,323,18809,84
contig_4794,497,74493,69
contig_47940,170,18955,125
contig_47949,1050,88043,54
contig_47954,282,32923,45
contig_47956,605,79721,112
contig_47957,872,84003,52
contig_47967,444,53007,12
contig_47970,126,14425,622
contig_47972,1861,175522,120
contig_47973,653,86208,55
contig_47986,1190,117873,46
contig_47994,409,51234,2738
contig_48,4432,612216,3291
contig_4800,3874,624409,48
contig_48005,488,43669,292
contig_48006,1301,156296,34
contig_48010,281,31938,52
contig_48011,177,13865,260
contig_48033,622,69564,28
contig_48039,638,89871,61
contig_48040,428,66884,30
contig_48046,521,67624,47
contig_48049,489,54279,77
contig_48055,115,19161,55
contig_48057,87,12393,152
contig_48059,2264,205959,163
contig_48064,251,24589,79
contig_48070,50,18909,189
contig_48071,273,23159,16
contig_48072,70,10053,293
contig_48083,127,13912,116
contig_48087,780,115987,59
contig_48088,717,110404,518
contig_48089,1097,174743,45
contig_4809,1072,83199,842
contig_481,3468,423052,101
contig_48100,358,47658,14
contig_48103,231,19491,3097
contig_4811,1955,207082,103
contig_48116,241,20314,151
contig_48118,325,27027,12
contig_48120,193,19419,1045
contig_48125,1341,126275,79
contig_4813,391,46099,169
contig_48131,539,68686,372
contig_48132,40,12775,702
contig_48133,257,28770,120
contig_48138,971,122985,31
contig_4814,246,27658,1616
contig_48144,66,20287,84
contig_48145,447,70800,58
contig_4815,1931,124343,331
contig_48153,1027,224913,94
contig_48155,152,22018,173
contig_48159,1054,118535,30634
contig_4816,22374,1374649,1375
contig_48167,483,45999,261
contig_48168,338,35581,20
contig_48171,116,12312,2383
contig_48175,6092,669358,279
contig_48176,136,12820,188
contig_48182,704,99261,1611
contig_48183,66,21889,217
contig_48190,607,127580,5
contig_48195,69,12673,1
contig_48199,186,13055,2135
contig_4820,12557,739975,37
contig_48221,199,19603,554
contig_48222,2293,138638,9
contig_48235,165,15094,10
contig_48238,2860,173934,191
contig_48244,196,24479,22056
contig_4825,1494,198893,202
contig_48250,1618,111805,20396
contig_4826,1659,211318,87
contig_48261,118,25138,62
contig_48273,384,40053,94
contig_48277,440,66117,27
contig_4828,200,29944,305
contig_48283,814,112023,568
contig_48284,2906,333603,43
contig_48287,893,109874,84
contig_48295,1067,117287,1018
contig_4830,2243,230655,93
contig_48302,420,57172,333
contig_48303,409,44566,687
contig_48304,183,21716,225
contig_48306,1758,146269,25
contig_48317,121,12241,76
contig_48322,698,134249,27
contig_48330,343,33161,123
contig_48338,1102,115260,313
contig_4834,2924,341243,63
contig_48340,98,33391,121
contig_48342,650,78047,19
contig_48359,120,18613,21
contig_4836,375,40028,20
contig_48364,207,18650,20
contig_48369,158,14665,94
contig_48370,532,58988,67
contig_48375,271,28936,59
contig_48382,491,42178,21
contig_4839,407,46326,66
contig_48393,691,82907,14
contig_48396,165,21056,9132
contig_4840,12988,1459368,224
contig_48405,882,101805,392
contig_48410,765,65317,69
contig_48417,346,48520,118
contig_4842,362,24059,232
contig_48429,935,122223,89
contig_48438,101,20707,133
contig_48440,248,15959,206
contig_48443,1155,136333,15
contig_48446,127,18206,31
contig_48450,94,13583,53340
contig_48452,391,147066,118
contig_48453,706,97900,426
contig_48454,136,14434,1985
contig_48456,432,43338,109
contig_48457,859,84246,112
contig_48459,2203,186823,193
contig_48464,1675,152662,47
contig_48470,65,12303,38
contig_48480,399,55539,20
contig_48483,471,53537,7146
contig_48485,7565,402196,136
contig_48490,146,45330,122
contig_4851,1487,101249,155
contig_48518,376,54124,123
contig_48520,655,93850,125
contig_48528,843,110097,68
contig_48531,2033,198050,1403
contig_48532,806,85350,71
contig_48535,252,36824,17
contig_48536,254,37027,28
contig_48538,215,24812,5
contig_48546,394,32420,2
contig_48555,39,2584,178
contig_48574,543,65583,182
contig_48575,589,67802,31
contig_48578,52,20402,93
contig_48579,201,26387,187
contig_48587,440,68821,42
contig_48588,378,56866,657
contig_4859,4581,658216,23
contig_48595,55,18111,48
contig_48610,259,31583,24
contig_48614,176,15527,21
contig_48619,196,17169,3
contig_48622,114,23425,41
contig_48628,242,23363,89
contig_4863,1152,101062,32
contig_48636,482,74078,137
contig_48637,612,79125,12
contig_4865,330,40113,75
contig_48661,68,23337,361
contig_48663,1344,131699,103
contig_48668,641,84119,389
contig_4867,1311,165321,468
contig_48676,235,33565,1175
contig_48677,58,10833,43
contig_48678,370,45130,34
contig_48685,100,15074,171
contig_4869,12373,1154823,125
contig_4870,5913,545801,59
contig_48704,312,38738,5
contig_48718,116,21739,85
contig_48719,354,40418,54
contig_48721,188,27345,48
contig_48729,69,17602,62
contig_48731,1785,97901,171
contig_48735,1753,198428,186406
contig_4874,25568,3322188,156
contig_48744,36,11923,91
contig_48746,385,68595,32
contig_48749,210,16970,6
contig_48750,295,28794,63
contig_48753,897,89520,198
contig_48757,266,27069,19
contig_48766,393,34441,53
contig_48770,154,23348,177
contig_4878,943,82792,33
contig_48782,313,27521,59
contig_48784,567,88580,25662
contig_48786,22132,2107581,290
contig_4880,2571,288089,26061
contig_48802,132,66033,187
contig_48807,1410,150402,52
contig_48811,112,19591,149
contig_48812,1000,147284,474
contig_48817,2469,207612,2210
contig_4882,655,84447,170
contig_48833,6136,564746,137
contig_48839,1773,116473,265
contig_48840,398,41414,95
contig_48848,1003,104256,49
contig_48850,111,23408,441
contig_48852,154,37203,207
contig_48854,628,90567,412
contig_48858,318,20468,4951
contig_48865,127,12673,18
contig_48870,326,32482,108
contig_48876,233,28691,4571
contig_48877,289,58997,1184
contig_48882,331,41011,248
contig_48888,666,66373,132
contig_48889,882,152110,328
contig_48890,247,21666,172
contig_48893,616,83315,118
contig_48895,844,82452,79
contig_489,285,30497,65748
contig_4890,38408,3242274,165
contig_48900,834,92317,54
contig_48904,183,27085,265
contig_48905,732,42135,64
contig_48917,238,25678,62
contig_48918,210,11502,180
contig_48922,672,84931,404
contig_4893,1622,261241,22
contig_48931,199,30226,143
contig_48939,451,36484,15216
contig_4894,7283,1197394,2728
contig_4895,6438,722224,28
contig_48950,197,30852,152
contig_48951,102,25738,66
contig_48955,105,17233,64
contig_48956,941,114521,101
contig_4896,415,41433,440
contig_48960,1926,280245,764
contig_4897,1955,162101,198
contig_48971,163,45324,547
contig_48976,3836,399878,28647
contig_4898,2348,320422,91
contig_48992,603,80547,12
contig_48998,105,13073,58
contig_49,423,53506,1364
contig_49003,377,42057,11305
contig_4901,4089,523647,39
contig_49014,157,16813,269
contig_49016,42,12557,2
contig_49018,548,30537,79
contig_4902,326,36939,355
contig_49023,1692,178239,4
contig_49028,163,23620,281
contig_49029,308,39267,34
contig_49034,108,13534,1828
contig_4904,3483,428485,694
contig_49041,261,16064,185
contig_4905,2060,258779,60
contig_49050,1492,124020,18608
contig_4906,7567,814590,215
contig_49061,94,23680,3141
contig_49066,1217,76041,18
contig_49069,94,15315,1705
contig_4907,1789,232939,179
contig_49072,203,18864,2116
contig_49074,9295,1311156,225
contig_4908,1307,134345,107
contig_49084,68,14255,36
contig_49089,195,27574,221
contig_49092,703,101947,26
contig_49095,177,22028,43
contig_49096,889,76577,172
contig_49097,1245,146786,483
contig_49098,1064,101312,577
contig_4910,1004,136478,12
contig_49100,378,79962,642
contig_49101,1167,244920,28
contig_49105,2161,277342,1072
contig_4911,1005,133548,4
contig_49117,101,24243,89
contig_49119,71,22820,115
contig_4912,315,43088,48
contig_49120,281,37422,14762
contig_4913,681,92765,16
contig_49149,835,103134,68
contig_49150,772,99546,177
contig_49155,518,33132,8516
contig_4916,4812,550353,73
contig_49169,255,34458,1738
contig_49170,396,34695,923
contig_49173,168,37737,2201
contig_49179,212,56299,70
contig_49181,387,51737,28
contig_49183,169,18646,71
contig_49185,106,22973,384
contig_49191,2561,222861,24
contig_49195,117,23417,56
contig_49204,1211,100603,24
contig_49208,166,18398,112
contig_49222,496,60541,51
contig_49228,226,34129,42
contig_49232,234,20412,113
contig_49246,930,98141,36
contig_49249,153,20990,560
contig_49256,4285,371146,130
contig_49257,335,41177,47
contig_49260,225,25036,192
contig_49264,726,100571,635
contig_49270,5099,778413,7
contig_49271,562,47570,25
contig_49272,247,29966,600
contig_49274,352,48436,17662
contig_49275,111,12402,39
contig_49281,285,33497,338
contig_49289,243,61600,9
contig_49290,128,15221,2154
contig_49294,73,16113,47
contig_49299,131,14361,6873
contig_493,11747,1076568,59
contig_49301,235,41996,604
contig_49307,242,23549,193
contig_4931,1814,202848,78
contig_49321,191,59069,37
contig_49323,198,12094,3625
contig_4933,117,30924,516
contig_49333,1352,171945,20
contig_49335,704,76098,729
contig_49337,222,28519,316
contig_49347,237,18080,1244
contig_4935,43,9640,354
contig_49350,142,13573,2
contig_49352,191,15235,63
contig_49354,312,42676,65
contig_49368,225,40207,3317
contig_4937,3470,348954,45
contig_49370,567,54394,26
contig_49377,309,38090,37
contig_49379,762,97014,1491
contig_49385,533,34514,391
contig_49389,1121,157923,12119
contig_4939,20199,2135132,331
contig_49397,108,13506,193
contig_49398,1107,133058,23
contig_49400,138,20990,145
contig_49402,486,68300,38
contig_4941,329,37263,46
contig_49411,53,12486,154
contig_49420,475,63496,17
contig_49424,627,38415,18
contig_49426,646,65053,1127
contig_49427,358,22655,137
contig_49444,317,35188,35
contig_49464,298,38662,67
contig_49466,552,83507,128
contig_49470,2250,204505,1156
contig_49472,188,30477,128
contig_49473,613,88721,114
contig_49481,1054,97923,71
contig_49487,663,77279,6
contig_49488,144,16022,45
contig_4949,401,24489,44
contig_49490,83,15468,10
contig_49497,462,48320,15
contig_49498,450,49682,24
contig_49499,370,43613,643
contig_4950,2075,137201,158
contig_49502,1488,149592,110
contig_49510,733,70120,5732
contig_49514,7815,1100615,42
contig_49515,510,59217,73
contig_49518,169,40902,82
contig_49524,1131,97350,184
contig_49525,140,23621,31
contig_49528,247,33286,145
contig_49529,1067,111778,206
contig_49535,734,90176,1096
contig_49538,4987,562538,247
contig_49540,384,54246,120
contig_49551,347,39462,90
contig_49552,304,52180,57
contig_49553,709,84523,105
contig_49555,145,22973,23
contig_49563,459,51868,55
contig_49569,489,59040,668
contig_4957,3644,251644,15
contig_49572,307,54590,170
contig_49604,2869,150902,433
contig_49624,636,80693,1
contig_49642,91,16262,654
contig_49643,5843,474822,74
contig_49648,480,86864,99
contig_49650,942,66677,1801
contig_49655,418,41536,1072
contig_49663,1512,170357,40
contig_49666,37,10049,105
contig_49678,108,32285,39
contig_49681,179,20874,50
contig_49682,779,93005,182
contig_49696,130,13463,144
contig_49701,384,44338,30
contig_49702,123,17699,165
contig_49704,1343,136667,329
contig_49723,1118,145775,64
contig_49728,280,68560,12
contig_49732,113,22390,534
contig_49733,1097,101486,219
contig_49737,288,33146,20
contig_49738,52,18125,2039
contig_4974,2230,239401,20
contig_49740,84,12147,33
contig_49741,805,59572,412
contig_49742,1920,196890,18
contig_49745,132,16972,57
contig_49747,422,60811,303
contig_49751,817,68955,129
contig_49755,684,64461,278
contig_49769,807,76305,63
contig_49774,141,25195,27
contig_49776,551,78581,125
contig_49779,432,55284,92
contig_4978,1510,151553,28
contig_49780,407,42133,178
contig_49784,1406,119125,34
contig_49785,1037,85839,483
contig_4979,1473,171766,1176
contig_49794,226,16490,72
contig_49796,796,89564,86
contig_49799,653,71843,453
contig_49815,617,167236,194
contig_49820,1202,157633,27
contig_49822,190,18660,11
contig_49823,142,16714,27
contig_49826,211,63770,126
contig_49829,324,28304,118
contig_49833,1893,190705,26
contig_49839,326,24510,43
contig_49844,95,17079,18
contig_49851,581,64889,66
contig_49857,469,42345,98
contig_49859,1002,100089,3337
contig_4986,6371,783863,102
contig_49861,945,113561,125
contig_49863,841,91555,163
contig_49865,191,12989,28
contig_49880,115,13046,170
contig_49881,789,80624,6108
contig_49883,821,63518,166
contig_49886,650,82496,84
contig_49891,375,42505,144
contig_49894,334,74275,2363
contig_49896,4937,585399,1433
contig_49897,429,56238,19
contig_49906,199,25534,172
contig_49932,1276,154104,105
contig_49935,1756,220026,2260
contig_49936,1082,93400,46
contig_49938,560,65445,418
contig_49942,920,76351,56
contig_49946,428,61445,2
contig_49958,228,33276,559
contig_49959,3681,384707,32
contig_49960,127,38044,26
contig_49971,51,12199,24
contig_49972,124,14727,127
contig_49974,417,83632,28
contig_49979,152,33230,340
contig_49982,1425,153924,19
contig_49983,341,25114,89
contig_49988,205,62877,21
contig_49992,151,14097,106
contig_49999,1065,104331,5415
contig_5,21,3886,105
contig_5000,6098,283978,81
contig_50005,349,41892,72
contig_50006,152,24561,372
contig_50008,260,21051,3528
contig_5001,919,47886,925
contig_50012,1296,108995,435
contig_50013,658,54108,987
contig_50016,21871,1583028,33
contig_50017,713,60502,115
contig_50018,622,68964,159
contig_50024,1224,141938,239
contig_5003,747,185996,23
contig_50030,134,16679,59
contig_50038,313,47912,151
contig_50046,856,122913,588
contig_50050,151,17319,39
contig_50058,254,25326,137
contig_50059,516,67787,398
contig_5006,2642,188194,30
contig_50067,426,33759,119
contig_50069,234,15591,29
contig_50075,559,54256,187
contig_50076,976,112346,7
contig_50080,154,14156,192
contig_50086,693,79208,103
contig_50089,256,61628,496
contig_501,16,1064,45
contig_50100,199,31270,92
contig_50101,431,47174,350
contig_50107,914,110905,45
contig_50113,351,31383,6690
contig_5012,20761,2279312,117
contig_50121,428,65342,114
contig_50122,718,102928,47
contig_50127,391,35034,288
contig_50129,300,65053,4363
contig_5013,19378,2072871,47
contig_50137,339,27924,17
contig_50140,368,29066,21
contig_50143,221,33566,78
contig_50144,627,55152,142
contig_50145,150,42500,43
